bráðabirgð	nv	3
einvera	nv	3
hólmi	nk	3
félagslíf	nh	3
dofakufl	nk	3
fölskvalaus	l	3
útsýni	nh	3
framúrskarandi	a	3
nettur	l	3
leiftur	nk	3
lífsreynsla	nv	3
horf	nh	3
óánægja	nv	3
árétta	s	3
messa	s	3
smátt-smátt-smáttur	nk	3
vorlíf	nh	3
hlýna	s	3
Cæsar	e	3
lyklakippa	nv	3
lambskinnshúfa	nv	3
blunda	s	3
stólbrík	nv	3
dauðahald	nh	3
snefill	nk	3
öðlingur	nk	3
skorpinn	l	3
meðvitundarlaus	l	3
morkinn	l	3
sunnudagsmorgunn	nk	3
mjúkur	nk	3
fækka	s	3
efnahagur	nk	3
velmegun	nv	3
tvöfaldur	l	3
sómasamlega	a	3
trana	s	3
vatnskerling	nv	3
húsveggur	nk	3
nötrandi	l	3
krepptur	l	3
hrokkinn	l	3
góðglaður	l	3
greinilegur	l	3
hruninn	l	3
aflagður	l	3
vísindalegur	l	3
biskupssetur	nh	3
siðavandur	l	3
tilfinnanlegur	l	3
kaþólskur	l	3
kirkjuklukka	nv	3
sjóndeildarhringur	nk	3
fullgildur	l	3
skáka	s	3
ljómandi	a	3
gluggakista	nv	3
prestssetur	nh	3
háttatími	nk	3
steinþegjandi	l	3
skólakennari	nk	3
skrudda	nv	3
skólasveinn	nk	3
trúlofaður	l	3
glottandi	l	3
alfarinn	l	3
hrjóstrugur	l	3
sendiferð	nv	3
duglega	a	3
hossa	s	3
vinalegur	l	3
Nikephorus	e	3
áræða	s	3
dagsverk	nh	3
frv	x	3
aumkunarverður	l	3
funda	s	3
útundan	a	3
alstaði	nk	3
prúðbúinn	l	3
samhliða	a	3
firnindi	nh	3
freyðandi	l	3
móðursystir	nv	3
Skriða	nv	3
spyrjandi	a	3
ósvikinn	l	3
frv	a	3
ættgöfgi	nv	3
hrærður	l	3
rakleiðis	a	3
altarishorn	nh	3
margfalt	a	3
harðstjóri	nk	3
siða	s	3
tindra	s	3
stingandi	l	3
grösugur	l	3
Svalfari	nk	3
skjaldmær	nv	3
Lamartíne	nk	3
skrölt	nh	3
nóta	nv	3
dreypa	s	3
Guðbrandarbiblía	nv	3
hálfhringur	nk	3
Edmond	nv	3
stjórnvölur	nk	3
Genúa	nx	3
hlaðvarpi	nk	3
nesti	nh	3
soldán	nk	3
straumharður	l	3
Franklín	nk	3
loptur	nk	3
bræla	s	3
vasaklútur	nk	3
gufuvagn	nk	3
túmark	nh	3
auðheyrður	l	3
gullbikar	nk	3
ófullur	l	3
ríma	nv	3
hemja	s	3
Engladrottning	nv	3
skellur	nk	3
hvurn	nv	3
keisarahjón	nh	3
duggarapeysa	nv	3
Ameríka	nv	3
mjallahvítur	l	3
ágerast	s	3
Langbarði	nk	3
austrænn	l	3
staflaus	l	3
Korpa	nv	3
foli	nk	3
hinsvegar	a	3
hvítagull	nh	3
Kristjanía	nv	3
norðurátt	nv	3
kvennafar	nh	3
Hannibal	nk	3
meykóngur	nk	3
skop	nh	3
tómlæti	nh	3
yfirskyn	nh	3
guðskista	nv	3
hégómadýrð	nv	3
hluttekning	nv	3
guðsbarn	nh	3
ráðvandlega	a	3
óbeit	nv	3
illdeila	nv	3
kærleiksleysi	nh	3
spámannlegur	l	3
einkenni	nh	3
syndavani	nk	3
máttarstoð	nv	3
hugsunarleysi	nh	3
lífsleið	nv	3
handleiðsla	nv	3
dómsvald	nh	3
ónytjuorð	nh	3
hagsmunir	nk	3
Kor	e	3
lífskjör	nh	3
aðvarandi	l	3
skinhelgi	nv	3
fagurgali	nk	3
ljúfmennska	nv	3
viðbjóðslegur	l	3
illgresi	nh	3
sundurkremja	s	3
ófarsæll	l	3
friðþægjandi	l	3
hreinskilni	nv	3
óendanlega	a	3
hálfbrosandi	l	3
giska	s	3
skammrif	nh	3
dragna	s	3
sötra	s	3
stútur	nk	3
mundur	nk	3
bauka	s	3
aðalatriði	nh	3
ugla	nv	3
æs	nv	3
spað	nh	3
hugarburður	nk	3
brúðhjón	nh	3
sláni	nk	3
sögumaður	nk	3
horngrýti	nh	3
skauta	s	3
skupla	nv	3
gaupn	nv	3
auðsveipur	l	3
barnslegur	l	3
mók	nh	3
umhyggjusamur	l	3
móðurást	nv	3
blær	nk	3
stroka	s	3
tárast	s	3
féfletta	s	3
slengja	s	3
einlægni	nv	3
höfuðverkur	nk	3
arna	a	3
hýða	s	3
orf	nh	3
efnamaður	nk	3
sveitarmaður	nk	3
aftaka	nv	3
vafinn	l	3
býli	nh	3
alheimur	nk	3
ótakmarkaður	l	3
ósanngjarn	l	3
jarðfræðingur	nk	3
æðstur	l	3
upprunninn	l	3
getgáta	nv	3
ofurmegn	nh	3
hvur	l	3
eyðandi	l	3
hryllingur	nk	3
lífsafl	nh	3
ógurligi	nk	3
markaður	l	3
Vígbjóð	nv	3
Vígbjóður	nk	3
Torfason	nk	3
helsærður	l	3
Ref	e	3
tuttugasti	l	3
stafngrímur	nk	3
Eyvind	e	3
Naddsson	nk	3
Stafngrím	nh	3
vettugi	f	3
óaldarmaður	nk	3
Ballará	nv	3
Kjallakur	nk	3
Kjalarnesþing	nh	3
Þórodda	nv	3
vó	a	3
víg	nv	3
Augastaðir	nk	3
Ingólfur	nk	3
buna	nv	3
Hallkelsstaðir	nk	3
Kollshamar	nk	3
Surtshellir	nk	3
ólán	nh	3
áþreifanlegur	l	3
jag	nh	3
lyndislíkur	l	3
ósannindi	nh	3
kunningsskapur	nk	3
undirförull	l	3
eftirtektarverður	l	3
sóktur	nk	3
nauðlíðand	nh	3
Hafursá	nv	3
jaki	nk	3
forsæla	nv	3
skinnbuxur	nv	3
drukknaður	l	3
Klaustur	nh	3
útsókn	nv	3
bobbi	nk	3
sverta	s	3
Mr.	a	3
vísitera	s	3
nærklæði	nh	3
innanbrjósts	a	3
hafís	nk	3
orðalaust	a	3
Hella	nv	3
leka	s	3
hrekkur	nk	3
Erlendsson	nk	3
bláber	nh	3
mr	x	3
hesthús	nh	3
hvammur	nk	3
Vestmanneyjar	nv	3
einnur	l	3
ævarandi	l	3
alráðinn	l	3
saltaður	l	3
hálftunna	nv	3
búferli	nh	3
óskertur	l	3
rd	x	3
góðmennska	nv	3
skólapiltur	nk	3
nefndarmaður	nk	3
járnteinn	nk	3
ölföng	nh	3
tilheyrandi	l	3
formyndari	nk	3
fasteign	nv	3
mr	nk	3
komunst	nh	3
hreinlyndur	l	3
uppþenkjanlegur	l	3
sókta	s	3
skólabróðir	nk	3
hagnýta	s	3
prestskapur	nk	3
mórauður	l	3
fóveti	nk	3
Vígharður	nk	3
erkibiskupsdæmi	nh	3
latínumál	nh	3
trúrækinn	l	3
litaskipti	nh	3
steinstólpi	nk	3
skemmtinn	l	3
Addoníus	nk	3
Apúlía	nx	3
narra	s	3
óslökkvandi	l	3
Frýgíi	nk	3
töf	nv	3
prestsembætti	nh	3
jarlssonar	l	3
Vítus	e	3
húnn	nk	3
dáðlaus	l	3
snæúlfur	nk	3
ungdæmi	nh	3
rokkur	nk	3
leitarmaður	nk	3
desilíus	nv	3
Arkimag	nh	3
Persía	nv	3
spakmæli	nh	3
hatursfullur	l	3
mahómetiska	nv	3
dyggur	l	3
ólukki	nk	3
afkoma	nv	3
ódæði	nh	3
áfangastaður	nk	3
sameining	nv	3
gaumgæfilegur	l	3
ráðslaga	s	3
upphugsa	s	3
lempni	nv	3
gleymska	nv	3
hefndargirni	nv	3
uppáleggja	s	3
allsendis	a	3
tortíma	s	3
aðgreindur	l	3
guðsdýrka	nv	3
þolgæði	nh	3
sinnislag	nh	3
sérdeilis	l	3
lítilvægur	l	3
skuldbundinn	l	3
gaumgæfilega	a	3
þurrlega	a	3
þanni	nh	3
kostgæfilegur	l	3
uppörva	s	3
leiðsögumaður	nk	3
einlæglega	a	3
tindur	nk	3
umbreyttur	l	3
ómögulega	a	3
Jochtan	e	3
herlegur	l	3
tyftunarhús	nh	3
sperra	s	3
smásmuglegur	l	3
hnýsni	nv	3
sjúkrahús	nh	3
bjúga	nh	3
lofræða	nv	3
viðhöfn	nv	3
óviðurkvæmilegur	l	3
geysimikill	l	3
seremonía	nv	3
eftirþanki	nk	3
dispúterun	nv	3
þvermóðska	nv	3
Potú	nk	3
furstadómur	nk	3
dugandis	l	3
margbreyttur	l	3
vorrir	nk	3
konungsgarður	nk	3
undirheimamál	nh	3
borgaralegur	l	3
yfirbevísaður	nk	3
grandskoða	s	3
þanka	s	3
sinnisgáfa	nv	3
Potú	nx	3
djúpsæi	nv	3
undirstaða	nv	3
uppteiknan	nv	3
geðslag	nh	3
tilsjónarmaður	nk	3
tilskipuð	nv	3
óráðvendni	nv	3
norðurbúi	nk	3
alvörugefinn	l	3
forganga	nv	3
snigill	nk	3
tignarlegur	l	3
viðstöðulaust	a	3
segia	s	3
upprennandi	l	3
heimskulega	a	3
upphefð	nv	3
v	t	3
1684	t	3
1680	t	3
innrættur	l	3
útréttur	l	3
lagadeila	nv	3
ágóði	nk	3
arfhyllingareiður	nk	3
langafi	nk	3
Cecilía	nv	3
rækta	s	3
undirsettur	l	3
kúgild	nv	3
gáfumaður	nk	3
skygna	s	3
rektor	nk	3
hospítal	nh	3
sperra	nv	3
Ackeley	e	3
Henrick	e	3
1649	t	3
friðsamlegur	l	3
annarsstaðar	a	3
jarðabók	nv	3
undirskrift	nv	3
ónauðsynlegur	l	3
saka	nv	3
kallaður	l	3
tíundarhundrað	nh	3
biskupa	nv	3
töfrar	nk	3
raus	nh	3
léna	s	3
1641	t	3
nytsamur	l	3
brullup	nh	3
ósamlyndi	nh	3
Hólafólk	nh	3
majst	a	3
hljóðandi	l	3
Rosenkrants	nk	3
Melstaður	nk	3
Steindórsson	nk	3
laundóttir	nv	3
1658	t	3
1626	t	3
biðill	nk	3
D.	a	3
Húnavatnssýsla	nv	3
Guðbrandsson	nk	3
brúða	nv	3
ekkjustand	nh	3
Julii	e	3
julia	s	3
hvelfing	nv	3
farvegur	nk	3
novembris	nh	3
Rosenkrantses	e	3
1621	t	3
dóttursonur	nk	3
kongl	e	3
Holger	e	3
brjálaður	l	3
konglur	nk	3
aflétta	s	3
ásækja	s	3
Gamalíelsson	nk	3
Loki	nk	3
rógur	nk	3
berorður	l	3
lögmi	nk	3
endilegur	l	3
uppdikta	s	3
Stóridalur	nk	3
1590	t	3
kappræða	nv	3
árlegur	l	3
óvinátta	nv	3
kveðinn	l	3
Suðurnes	nh	3
prentiðja	nv	3
i	t	3
bókband	nh	3
tilvalinn	l	3
lofsverður	l	3
prentari	nk	3
nýorðinn	l	3
höfuðgrein	nv	3
nýjungagirni	nv	3
pápiskur	l	3
undirrétting	nv	3
1576	t	3
dalagjald	nh	3
Kaupenhöfn	nv	3
Urð	nv	3
1570	t	3
majst	nv	3
flókinn	l	3
móðurforeldrar	nk	3
hálfbróðir	nk	3
hagleiksgáfa	nv	3
fullfær	l	3
bóklegur	l	3
1569	t	3
Doctor	e	3
tornæmur	l	3
stiftaður	nk	3
Kráksson	nk	3
Hallgrímsson	nk	3
föðurlig	nh	3
andvarp	nh	3
daufheyrast	s	3
tollheimtu-maður	nk	3
Hosei	nk	3
soll	nh	3
útrétting	nv	3
trúfesti	nv	3
Jesaj	e	3
rósemi	nv	3
Jeremia	e	3
góðgirni	nv	3
svoddan	a	3
fíflslegur	l	3
megnugur	l	3
ektaskapur	nk	3
skaðvænn	l	3
herradómur	nk	3
fjarlægja	s	3
akneyti	nh	3
háttsemi	nv	3
21.	t	3
afhrak	nh	3
værð	nv	3
óskemmtilegur	l	3
eyðslusamur	l	3
Tyro	e	3
lauslátur	l	3
uppvakna	s	3
Ps	a	3
laufskáli	nk	3
smámsaman	a	3
syndlaus	l	3
lauslæti	nh	3
svoddann	l	3
pretta	s	3
tím	a	3
uppfræða	s	3
umtalaður	l	3
sterkt	a	3
verkun	nv	3
fela	nv	3
myndugleiki	nk	3
Nikodemo	nx	3
klæja	s	3
óhlutvendni	nv	3
dammur	nk	3
alvís	l	3
plagsiður	nk	3
folald	nh	3
þverbak	nh	3
Árnanes	nh	3
drottinssvikari	nk	3
Straumur	nk	3
umsjónarmaður	nk	3
Martein	nk	3
Hannesson	nk	3
Þorleifsdóttir	nv	3
landfarsótt	nv	3
Hítarnes	nh	3
barneign	nv	3
Gunna	nv	3
Hannesdóttir	nv	3
lausnarvöndur	nk	3
iiij	nh	3
Torfastaðir	nk	3
alfarið	a	3
grunsemd	nv	3
Alexíus	nk	3
þýska	nv	3
Minden	e	3
van	e	3
velgengni	nv	3
mótfall	nh	3
girðing	nv	3
ljúfmenni	nh	3
líkkista	nv	3
mikilúðlegur	l	3
aðfangadagskvöld	nh	3
Skagafjarðarsýsla	nv	3
Móðar	nk	3
öskubuska	nv	3
Almenningsháls	nk	3
skrafa	s	3
áðursagður	l	3
þungaður	l	3
Myrká	nv	3
stórvaxinn	l	3
atgjörvi	nh	3
hýrna	s	3
klaga	nv	3
máttleysi	nh	3
kúra	s	3
viðskifti	nk	3
viðskifti	nh	3
hestbak	nh	3
Svalbarðsætt	nv	3
Svalbarðsströnd	nv	3
gleðskapur	nk	3
lystugur	l	3
vizka	nv	3
hafmær	nv	3
hnoss	nh	3
kornsekkur	nk	3
útskorinn	l	3
ófrýnilegur	l	3
aðskilja	s	3
annes	nh	3
fornmaður	nk	3
hópatal	nh	3
hljóðpípa	nv	3
Flórsokka	nv	3
niðurkominn	l	3
afljúka	s	3
þaug	e	3
amboð	nh	3
einhvör	nk	3
liða	s	3
þaug	x	3
kímni	nv	3
Eirekur	nk	3
bóndason	nk	3
eitthvört	nh	3
gáli	nk	3
soðning	nv	3
reyta	s	3
gærkvöld	nh	3
kjökrandi	l	3
trúlofa	s	3
dirfska	nv	3
kæla	s	3
sjómál	nh	3
slotsmúr	nk	3
byssmeistari	nk	3
trumbslagari	nk	3
Tobrich	e	3
Krónborg	nv	3
atlæti	nh	3
glaðværð	nv	3
Hermaður	nk	3
heiðarlega	a	3
sönglist	nv	3
söngvari	nk	3
slotsport	nh	3
heppni	nv	3
pálún	nh	3
makki	nk	3
aðall	nk	3
innvortis	l	3
baukur	nk	3
básúna	nv	3
mola	s	3
góðmannlegur	l	3
útbera	s	3
1618	t	3
kvöldverður	nk	3
porthlið	nh	3
Davíðsson	nk	3
stans	nk	3
skýrlega	a	3
hnálega	a	3
olnbogaskot	nh	3
ósvífinn	l	3
skikkan	nv	3
kynning	nv	3
Elína	nv	3
uppdreginn	l	3
ýms	l	3
slysa	s	3
sívalur	l	3
vog	nv	3
reynd	nv	3
bumba	nv	3
tilbor	nh	3
slotsherra	nk	3
sintreyr	nk	3
Mikkel	e	3
Helsingborg	nv	3
skotinn	l	3
fýr	nk	3
ferðugur	l	3
stríðsskip	nh	3
þjark	nh	3
þilfar	nh	3
prestagarður	nk	3
innbyrða	s	3
toppur	nk	3
Drageyri	nv	3
erfiðismunir	nk	3
herradagur	nk	3
kap	x	3
eðalborinn	l	3
Item	a	3
Friðriksborg	nv	3
Víngarðsstræti	nh	3
sesling	nv	3
kirkjuverjari	nk	3
dýrleiki	nk	3
naumur	l	3
umbylting	nv	3
mundi	e	3
yfirmáta	a	3
ektakvinna	nv	3
laugardagskvöld	nh	3
býfógeti	nk	3
skyndi	nh	3
predikunarstóll	nk	3
spássera	s	3
1617	t	3
Sæland	nh	3
Kaupinhafn	nk	3
studiosus	e	3
upphengdur	l	3
misferli	nh	3
afsegja	s	3
kap	nv	3
lossamenti	nh	3
Hábrú	nv	3
fullreyna	s	3
ómáttugur	l	3
yfirstóð	nv	3
fóra	nv	3
næturtími	nk	3
inní	a	3
heyrðava	s	3
meðaumkun	nv	3
eiðvætti	nh	3
fala	s	3
tylftareiður	nk	3
meðvitandi	l	3
afsala	s	3
ófagur	l	3
hvílurúm	nh	3
Engidalur	nk	3
forföll	nh	3
þarvera	nv	3
kreik	nh	3
mæna	s	3
góðmannlega	a	3
spölkorn	nh	3
stúka	nv	3
vinsamlega	a	3
hinkra	s	3
fjöl	nv	3
aðgætinn	l	3
hvæs	nh	3
handaband	nh	3
galdramál	nh	3
þessvegna	a	3
eindrægni	nv	3
verðuglega	a	3
snakk	nh	3
hverni	nh	3
kíf	nh	3
þjónustugjörð	nv	3
1655	t	3
meðganga	s	3
Skutulsfjörður	nk	3
langdvöl	nv	3
þunglyndi	nh	3
Melbrigðir	nk	3
móti	c	3
snarræði	nh	3
geyst	a	3
nýbreytni	nv	3
rammgerður	l	3
farartálmi	nk	3
rammger	l	3
Sörkvi	nh	3
Kerþjálfaður	nk	3
spellvirki	nh	3
víð	nv	3
barefli	nh	3
óáreittur	l	3
sumarmál	nh	3
hugrekki	nh	3
mannhundur	nk	3
Konál	nh	3
tálman	nv	3
Skröggur	nk	3
Lófi	nk	3
ógerla	nv	3
Mella	nv	3
rýr	l	3
Hús	nh	3
Hjarandur	nk	3
skreiðast	s	3
lygna	s	3
grunnsævi	nh	3
herkonungur	nk	3
samflot	nh	3
brim	nh	3
Skari	nk	3
skálm	nv	3
harðligi	nk	3
hrímgerður	nk	3
fyrirætlun	nv	3
Tausi	nk	3
dótturmaður	nk	3
Hvítramannaland	nh	3
Skrælingi	nk	3
tjösn	nv	3
Þorviðarson	nk	3
veturvist	nv	3
eldiviður	nk	3
vistaskortur	nk	3
atkvæðamaður	nk	3
tröllaukinn	l	3
ófæri	nh	3
villur	l	3
léttbrýnn	l	3
skrautbúinn	l	3
dyraumbúningur	nk	3
þrekinn	l	3
þorviður	nk	3
framflytja	s	3
not	nh	3
ófarsæld	nv	3
endurleysa	s	3
endurskapa	s	3
sakfella	s	3
dula	nv	3
knefi	nk	3
framselja	s	3
fossa	s	3
útdeila	s	3
titrandi	l	3
hvörsu	x	3
ávaxtarleysi	nh	3
furðanlegur	l	3
dvína	s	3
sanngirni	nv	3
hjaðna	s	3
yfirhönd	nv	3
lappi	nk	3
útvalning	nv	3
eftirlangan	nv	3
vindblær	nk	3
iðrunartár	nh	3
kappkosta	s	3
kærumál	nh	3
morgundagur	nk	3
Kristí	nv	3
þjáður	l	3
fyllilegur	l	3
læknisdómur	nk	3
manndómlegur	l	3
réna	s	3
forsmánarlegur	l	3
útleikinn	l	3
fríðleikur	nk	3
umþenking	nv	3
fullnægja	nv	3
illskufullur	l	3
hlykkjóttur	l	3
náðarstóll	nk	3
útvaldur	nk	3
meðkenning	nv	3
aprilis	nk	3
reiðari	nk	3
postilla	nv	3
Fleyland	nh	3
Krónuborg	nv	3
niðursleg	nh	3
velgerð	nv	3
samsíða	l	3
vj	a	3
flot	nh	3
röng	nv	3
borðkorn	nh	3
hollenzkur	l	3
íslendur	nk	3
iiij	x	3
óefað	a	3
hreindýr	nh	3
geysilega	a	3
Geneuan	e	3
meistaraverk	nh	3
spenntur	l	3
höttur	nk	3
aðgætni	nv	3
marmarasteinn	nk	3
bæjarleið	nv	3
hjálparlaus	l	3
Hamborgari	nk	3
kapteinn	nk	3
Italia	e	3
vægðarlaust	a	3
20.	t	3
þjónustustúlka	nv	3
grjón	nh	3
krít	nv	3
tvævetur	l	3
mýrarvatn	nh	3
vínber	nh	3
fangahús	nh	3
ij	nk	3
illvirkjastaður	nk	3
illskuverk	nh	3
rámúli	nk	3
herleiða	s	3
lemstra	s	3
línbuxur	nv	3
dátt	a	3
náttmál	nh	3
auðmýkja	s	3
skár	l	3
fimmtudagur	nk	3
flagg	nh	3
Tyrkjaskip	nh	3
íslenzk	nv	3
komizta	s	3
barnakindur	nk	3
landsuður	nh	3
framsýni	nv	3
Valete	e	3
fussa	s	3
vökumaður	nk	3
þenja	s	3
spottvísa	nv	3
klám	nh	3
þurrð	nv	3
syndaflóð	nh	3
þorskur	nk	3
einhvörja	nv	3
agaleysi	nh	3
nöldur	nh	3
tráss	a	3
skæður	l	3
gróðursetja	s	3
forsorgun	nv	3
undirferli	nh	3
skikkun	nv	3
eitraður	l	3
náðarbréf	nh	3
1622	t	3
sessa	nv	3
nafnkenndur	l	3
kollkasta	s	3
bevís	nh	3
beisklega	a	3
villudýr	nh	3
fallvaltur	l	3
okuriðja	nv	3
dauðvona	l	3
nískur	l	3
keðja	nv	3
líðanlegur	l	3
teningur	nk	3
bífalning	nv	3
rúmgóður	l	3
brigslyrði	nh	3
ógeð	nh	3
öræfi	nh	3
lastyrði	nh	3
matarögn	nv	3
stundarsakir	nv	3
umtala	s	3
ærulaus	l	3
Medea	nv	3
saðning	nv	3
upptalinn	l	3
vandalaus	l	3
kauphöndla	nv	3
mjöltunna	nv	3
óforgengilegur	l	3
töfraður	l	3
veiðibrella	nv	3
landsskapur	nk	3
mælskur	l	3
heilvita	l	3
lesning	nv	3
prófastsdæmi	nh	3
fyrirboðinn	l	3
forsvari	nk	3
85	t	3
vandlæting	nv	3
nú	nh	3
hallmæla	s	3
Amos	nk	3
uppnefna	s	3
sífelldlega	a	3
bulla	s	3
demantur	nk	3
dagfar	nh	3
þrásamlega	a	3
guðssonur	nk	3
ótilheyrilegur	l	3
hvörninn	l	3
náðartími	nk	3
brennisteinn	nk	3
helvítiseldur	nk	3
bjarndýr	nh	3
hryggilega	a	3
hvörs	nk	3
tilreikna	s	3
reiðiteikn	nh	3
meineiður	nk	3
stríðskirkja	nv	3
ugglaus	l	3
viðgangast	s	3
blóðskömm	nv	3
crimen	e	3
Crantzius	e	3
pressa	s	3
vínþrúga	nv	3
slátrunarfé	nh	3
vorra	f	3
hneykslunarhella	nv	3
yfirfljótanlegur	l	3
fórnfæring	nv	3
ávöxti	nk	3
óbrigðull	l	3
mannasetning	nv	3
15.	t	3
vissilega	a	3
ungbarn	nh	3
hvörn	l	3
rannsakari	nk	3
han	nh	3
hrelldur	l	3
lima	nv	3
tilsagt	nh	3
blóðskuld	nv	3
saurindi	nh	3
ógjörður	l	3
samlíkja	s	3
dýrðarlegur	l	3
óbrigðanlegur	l	3
óraskanlegur	l	3
óverðugleiki	nk	3
silkiklæði	nh	3
undireins	a	3
samastaður	nk	3
ferðbúinn	l	3
ferðbúa	s	3
nýra	nh	3
krossburður	nk	3
Kristus	e	3
liðamót	nh	3
blíðka	s	3
gómur	nk	3
hjálpa	nv	3
lýtalaus	l	3
Móses	nv	3
steikja	s	3
hvar	l	3
guðrækni	nv	3
hvörki	l	3
stórhátíð	nv	3
hönn	f	3
nökkuð	nh	3
Gef	e	3
forskulda	nh	3
eymdardalur	nk	3
nökkurn	l	3
forráði	nk	3
æfinlegur	l	3
traktera	s	3
endurnæring	nv	3
fró	nv	3
christi	nk	3
hrósan	nv	3
mergð	nv	3
allsher	nk	3
nóglega	a	3
hvör	f	3
aví	a	3
þenka	s	3
ráðsmann	nk	3
plágaður	l	3
undirvísan	nv	3
Jónasson	nk	3
stunga	nv	3
þyrnikóróna	nv	3
illræðismaður	nk	3
eldsglóð	nv	3
réttvísi	nk	3
orðskviða	nv	3
vínkvistur	nk	3
uggandi	l	3
reiðarþruma	nv	3
kvista	nv	3
Lasar	nk	3
nægð	nv	3
sundurþykkja	nv	3
þvó	a	3
faríseis	nk	3
farísei	nh	3
afvega	l	3
Ískaríotur	nk	3
stigur	nk	3
himnabrauð	nh	3
urða	s	3
visnaður	l	3
fjárhús	nh	3
akurlendi	nh	3
Galíleam	nh	3
skammtur	nk	3
bara	s	3
segða	s	3
endurborinn	l	3
hrópandi	l	3
vansemd	nv	3
Aþena	nv	3
jarðarkringla	nv	3
daga	s	3
Sílas	nk	3
myrkvastofuvörður	nk	3
Tímóteus	nk	3
sturla	s	3
Júdamur	nk	3
samhljóða	l	3
faríseis	nx	3
þrætumál	nh	3
Íkoníi	nk	3
Barnabas	nk	3
forsmánari	nk	3
feginleiki	nk	3
Antiokkiam	nx	3
Antiokkiam	nh	3
lifendri	nk	3
engli	nh	3
ferfættur	l	3
Kornelius	e	3
sútari	nk	3
Galíleam	nx	3
blöskra	s	3
jafnsnar	l	3
Filippur	nk	3
beiskja	nv	3
töframaður	nk	3
samheldi	nh	3
eldslogi	nk	3
órétt	nh	3
háðyrði	nh	3
háðungarorð	nh	3
hlýðugur	l	3
ofurvald	nh	3
auknefndur	nk	3
stöðugleikur	nk	3
útskúfaður	l	3
Írael	e	3
Annas	nk	3
vaktan	nv	3
Salamonis	e	3
undran	nv	3
hefia	s	3
vonandi	a	3
fastagóss	nh	3
sameiginlega	a	3
si	nk	3
rotna	nv	3
Naðaret	nx	3
ellifa	nv	3
hverja	f	3
auðsýning	nv	3
kvitta	s	3
Decíus	e	3
gjörða	s	3
óteljanlegur	l	3
kóróna	s	3
lokkur	nk	3
Christus	nk	3
sóla	s	3
tregða	s	3
ásjáandi	l	3
Christi	nk	3
allsber	l	3
hast	a	3
vanvirða	s	3
endanlegur	l	3
Georgius	e	3
sankt	l	3
fuglasöngur	nk	3
syrgjandi	l	3
fullþakka	s	3
frábærilegur	l	3
körf	nv	3
guður	nv	3
krenkja	s	3
samaleiði	nh	3
þysja	s	3
stoð	nv	3
stórborg	nv	3
kvísla	s	3
kærlegur	l	3
mætti	nh	3
ráðmaður	nk	3
samtals	a	3
Kappadókíam	nh	3
Spalor	e	3
góðsemd	nv	3
bróður	nk	3
makindi	nh	3
misgjörningur	nk	3
afláta	s	3
ómaklegur	l	3
missýning	nv	3
Anastasíus	nk	3
augsjón	nv	3
meðlæti	nh	3
sannheilagur	l	3
óendalegur	l	3
krista	nv	3
kristilega	a	3
fyrirsjá	nv	3
xx	x	3
c	nh	3
þrjátigi	nk	3
Jötunn	nk	3
hafurstaka	nv	3
bylta	nv	3
Ríkilað	nk	3
ófríður	l	3
bergbúi	nk	3
norn	nv	3
álfur	nk	3
frú	a	3
ódrengskapur	nk	3
höggorusta	nv	3
svörður	nk	3
Arius	e	3
bláeygur	l	3
erandi	nk	3
erenda	nv	3
Ermanus	e	3
ríkila	nh	3
erendi	x	3
hugsótt	nv	3
skari	nk	3
Ríkilað	nx	3
fékostnaður	nk	3
roðgeir	nk	3
Herborg	nv	3
samansettur	l	3
hrökkur	l	3
kyrt	nh	3
forláta	l	3
bætir	nk	3
tilskikkan	nv	3
aldri	nk	3
segjandur	nk	3
hrúga	nv	3
fylltur	l	3
Vinur	x	3
32	t	3
Damasko	nx	3
lunga	nh	3
skækja	nv	3
galdra	l	3
ófrægja	s	3
frygð	nv	3
mjöl	nh	3
fyrirsegja	s	3
þvílíka	x	3
krankleiki	nk	3
skriftafaðir	nk	3
dey	s	3
rækiliga	nv	3
ena	nv	3
rétti	nk	3
skóklæði	nh	3
deyði	nk	3
sérligi	nk	3
hverk	nh	3
upplyfta	s	3
buga	s	3
ágirnast	s	3
bjóð	nh	3
mykjuhaugur	nk	3
metaskál	nv	3
skriðkvikindi	nh	3
pyttur	nk	3
íkorni	nk	3
hans	f	3
kálfi	nk	3
svigna	s	3
liðfær	l	3
nærstaddur	l	3
Erreks	e	3
ristarliður	nk	3
frolló	nh	3
jafnsnemma	nv	3
Krumbak	nh	3
Runga	nv	3
unnvörpum	a	3
greni	nh	3
ix	x	3
vorkenna	s	3
hólar	nk	3
Úlien	e	3
afburður	nk	3
Samson	nk	3
merkisstöng	nv	3
Errekur	nk	3
galeiða	nv	3
Níníve	nk	3
Dalmaría	nx	3
gneggja	s	3
Herkúl	nh	3
fylta	s	3
ókyrr	l	3
gildra	nv	3
sinna	nv	3
blómlegur	l	3
eður	l	3
efra	l	3
jafnhár	l	3
dapra	s	3
eyðiskógur	nk	3
Libíaland	nh	3
saknæmur	l	3
herblástur	nk	3
allhraustlegur	l	3
Armidon	e	3
frýja	s	3
blítt	a	3
langtjald	nh	3
Njörvasundur	nk	3
stálpaður	l	3
tígris	nk	3
Eir	nk	3
iij	x	3
Jason	nk	3
spanna	s	3
skyggður	l	3
vildava	s	3
sköllóttur	l	3
dvergmál	nh	3
falur	l	3
dáfríður	l	3
Dixin	e	3
